Row	station_id	date	t	qt	td	qtd	twet	qtwet	u	qu	tmin	qtmin	tmax	qtmax	dd	qdd	ff	qff	dd_max	qdd_max	ff_max	qff_max	dd_gust	qdd_gust	ff_gust	qff_gust	p	qp	p0	qp0	ppp	qppp	a	qa	ir	qir	rrr	qrrr	rrrt	qrrrt	rrr24	qrrr24	ix	qix	ww	qww	w1	qw1	w2	qw2	vv	qvv	sshn	qsshn	n	qn	h	qh	nh	qnh	cl	qcl	cm	qcm	ch	qch	Ns1	qNs1	C1	qC1	hs1	qhs1	Ns2	qNs2	C2	qC2	hs2	qhs2	Ns3	qNs3	C3	qC3	hs3	qhs3	Ns4	qNs4	C4	qC4	hs4	qhs4	radglo24	qradglo24	evt	qevt	tsoil	qtsoil	e	qe	esnow	qesnow	ess	qess	ss	qss	tusoil005	qtusoil005	tusoil010	qtusoil010	tusoil020	qtusoil020	tusoil030	qtusoil030	tusoil050	qtusoil050	tusoil100	qtusoil100	musoil005	qmusoil005	musoil010	qmusoil010	musoil020	qmusoil020	musoil030	qmusoil030	musoil050	qmusoil050	musoil070	qmusoil070	musoil100	qmusoil100	ew	qew	ews	qews	tmin_12h	qtmin_12h	tmax_12h	qtmax_12h	contentmessage
278-Smiley face	99369	2024-02-18 08:00:00	2.6	111115	-7.2	111115		999999		999999		999999		999999	360	111515	4	111115		999999		999999		999999		999999	1016.7	111115	792.8	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3604 10026 21072 37928 40167 51005 333 60005 555 11010 29048
279-Smiley face	99369	2024-02-18 09:00:00	2.3	111115	-6.6	111115	-1.0	111115	52	111515		999999		999999	350	111515	2	111115		999999		999999		999999		999999	1016.3	111115	792.5	111115	0.1	111515	0	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.4	115155	1.0	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.74	115555	7.21	115555		999999		999999	AAXX 18091 99369 46/// /3502 10023 21066 37925 40163 50001 333 70000 555 11010 29052 66666 00014 10010 2//// 3//// 5//// 9////=
280-Smiley face	99369	2024-02-18 10:00:00	2.9	111115	-6.8	111115		999999		999999		999999		999999	340	111515	3	111115		999999		999999		999999		999999	1015.6	111115	792.1	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3403 10029 21068 37921 40156 58006 333 60005 555 11007 29049
281-Smiley face	99369	2024-02-18 11:00:00	2.2	111115	-6.2	111115		999999		999999		999999		999999	340	111515	3	111115		999999		999999		999999		999999	1016.0	111115	792.3	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3403 10022 21062 37923 40160 55005 333 60005 555 11009 29054
282-Smiley face	99369	2024-02-18 12:00:00	1.2	111115	-4.6	111115	-1.0	111115	66	111515		999999		999999	330	111515	2	111115		999999		999999		999999		999999	1017.3	111115	792.7	111115	0.2	111515	3	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.37	115555	6.66	115555		999999		999999	AAXX 18121 99369 16/// /3302 10012 21046 37927 40173 53002 60001 333 70000 555 11010 29065=
283-Smiley face	99369	2024-02-18 13:00:00	-0.1	111115	-4.9	111115		999999		999999		999999		999999	350	111515	3	111115		999999		999999		999999		999999	1018.3	111115	793.0	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	
284-Smiley face	99369	2024-02-18 14:00:00	0.0	111115	-5.8	111115		999999		999999		999999		999999	20	111515	3	111115		999999		999999		999999		999999	1018.5	111115	793.3	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0203 10000 21058 37933 40185 52010 333 60005 555 11021 29065
285-Smiley face	99369	2024-02-18 15:00:00	-0.3	111115	-5.8	111115	-2.2	111115	67	111515	-0.4	111155	3.5	111155	50	111515	3	111115		999999		999999		999999		999999	1019.3	111115	793.7	111115	1.0	111515	2	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.1	115155	2.2	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.0	115555	5.98	115555	-0.4	115555	3.5	115555	AAXX 18151 99369 46/// /0503 11003 21058 37937 40193 52010 333 10035 21004 70000 555 11022 29066 66666 00021 10022 2//// 3//// 5//// 9////=
286-Smiley face	99369	2024-02-18 18:00:00	-1.2	111115	-6.6	111115	-3.0	111115	67	111515		999999		999999	340	111515	3	111115		999999		999999		999999		999999	1020.0	111115	794.5	111115	0.8	111515	2	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999	2.2	111155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.73	115555	5.6	115555		999999		999999	AAXX 18181 99369 16/// /3403 11012 21066 37945 40200 52008 60001 333 55022 70000 555 11030 29067=
287-Smiley face	99369	2024-02-18 21:00:00	-3.6	111115	-4.4	111115	-3.7	111115	94	111515		999999		999999	30	111515	3	111115	320.0	111555	6.0	111155	350.0	111555	6.0	111155	1020.1	111115	794.2	111115	-0.3	111515	8	111515	4	111555		999999		999999	3.2	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.43	115555	4.68	115555		999999		999999	AAXX 18211 99369 46/// /0303 11036 21044 37942 40201 58003 333 70032 555 11037 29094 33206 43506=
288-Smiley face	99369	2024-02-19 00:00:00	-3.6	111115	-4.7	111115	-3.8	111115	92	111515		999999		999999	180	111515	1	111115		999999		999999		999999		999999	1019.7	111115	793.5	111115	-0.7	111515	7	111515	1	111555	6.0	111155	6	115555	5.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.33	115555	4.68	115555		999999		999999	AAXX 19001 99369 16/// /1801 11036 21047 37935 40197 57007 60061 333 70055 555 11038 29092=
289-Smiley face	99369	2024-02-19 03:00:00	-4.7	111115	-8.0	111115	-5.5	111115	79	111515	-5.9	111155	0.0	111155	300	111515	1	111115		999999		999999		999999		999999	1021.9	111115	794.2	111115	0.7	111515	3	111515	4	111555		999999		999999	5.6	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.5	115155	0.6	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.39	115555	4.31	115555	-5.9	115555	0.0	115555	AAXX 19031 99369 46/// /3001 11047 21080 37942 40219 53007 333 10000 21059 70056 555 11055 29078 66666 00005 10006 2//// 3//// 5//// 9////=
290-Smiley face	99369	2024-02-19 04:00:00	-3.2	111115	-8.5	111115		999999		999999		999999		999999	60	111515	2	111115		999999		999999		999999		999999	1021.9	111115	794.6	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0602 11032 21085 37946 40219 52010 333 60005 555 11047 29067
291-Smiley face	99369	2024-02-19 05:00:00	-0.3	111115	-8.4	111115		999999		999999		999999		999999	0	111515	0	111115		999999		999999		999999		999999	1021.6	111115	795.2	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0000 11003 21084 37952 40216 52013 333 69955 555 11030 29054
292-Smiley face	99369	2024-02-19 06:00:00	0.8	111115	-7.7	111115	-2.1	111115	54	111515		999999		999999	230	111515	1	111115		999999		999999		999999		999999	1021.0	111115	795.2	111115	1.0	111515	1	111515	1	111555	0.7	111155	6	115555	6.2	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.47	115555	6.47	115555		999999		999999	AAXX 19061 99369 16/// /2301 10008 21077 37952 40210 51010 69971 333 3//// 5//// 70062 555 11021 29053=
293-Smiley face	99369	2024-02-19 07:00:00	1.6	111115	-5.2	111115		999999		999999		999999		999999	260	111515	2	111115		999999		999999		999999		999999	1020.5	111115	795.3	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2602 10016 21052 37953 40205 51007 333 60005 555 11010 29061
294-Smiley face	99369	2024-02-19 08:00:00	1.4	111115	-3.8	111115		999999		999999		999999		999999	260	111515	2	111115		999999		999999		999999		999999	1021.4	111115	795.1	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2602 10014 21038 37951 40214 58001 333 60005 555 11006 29068
295-Smiley face	99369	2024-02-19 09:00:00	3.0	111115	-4.3	111115	0.2	111115	58	111515		999999		999999	130	111515	1	111115		999999		999999		999999		999999	1020.1	111115	794.5	111115	-0.7	111515	8	111515	4	111555		999999		999999	6.2	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.0	115155	1.0	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.42	115555	7.57	115555		999999		999999	AAXX 19091 99369 46/// /1301 10030 21043 37945 40201 58007 333 70062 555 10002 29059 66666 00010 10010 2//// 3//// 5//// 9////=
296-Smiley face	99369	2024-02-19 10:00:00	3.5	111115	-3.0	111115		999999		999999		999999		999999	210	111515	1	111115		999999		999999		999999		999999	1019.2	111115	794.0	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2101 10035 21030 37940 40192 57013 333 60005 555 10009 29062
297-Smiley face	99369	2024-02-19 11:00:00	0.3	111115	-2.6	111115		999999		999999		999999		999999	240	111515	5	111115		999999		999999		999999		999999	1020.6	111115	794.0	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2405 10003 21026 37940 40206 56011 333 60005 555 11008 29081
298-Smiley face	99369	2024-02-19 12:00:00	-0.2	111115	-2.7	111115	-1.1	111115	84	111515		999999		999999	270	111515	3	111115		999999		999999		999999		999999	1021.1	111115	794.2	111115	-0.3	111515	5	111515	1	111555	0.1	313155	6	115555	6.3	313155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	5.06	115555	6.02	115555		999999		999999	AAXX 19121 99369 16/// /2703 11002 21027 37942 40211 55003 69911 333 70063 555 11011 29083=
299-Smiley face	99369	2024-02-19 13:00:00	0.0	111115	-2.4	111115		999999		999999		999999		999999	10	111515	1	111115		999999		999999		999999		999999	1020.8	111115	794.2	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0101 10000 21024 37942 40208 51002 333 69945 555 11009 29084
